,artist,song_name,closest_genre,lyric
267,The Ink Spots,"Green, Green Grass of Home",Jazz,"Why do you whisper, green grass
Why tell the tress what ain't so
Whispering grass, the trees don't have to know, no-no

Why tell them all your secrets
Who kissed there long ago
Whispering grass, the trees don't need to know

Don't you tell it to the breeze
For she will tell the birds and bees
And everyone will know
Because you told the blabbering trees
Yes, you told them once before
It's no secret anymore

Why tell them all the old things
They're buried under the snow
Whispering grass, don't tell the trees
'Cause the trees don't need to know

&quot;Now, don't you tell it to the breeze
'Cause she'll run 'n' tell it to the birds and bees
And everyone will know
Because you done told the blabberin' trees
Yes you did, ya told 'em once before
So that's why it ain't no secret anymore, mm-mm-mm&quot;

Why tell them all the old things
They're buried under the snow
Whispering grass, don't tell the trees
'Cause the trees don't need to know"
268,Tommy Dorsey,I'm Gettin' Sentimental Over You,Jazz,"GETTIN' TOGETHER
Tommy James &amp; The Shondells

Gettin' together is better than ever
Gettin' together
I am so happy baby
Now that you are my lady
We can hold hands together
Every day, come what may
I promise you I'll
Always give you my lovin' always
You can depend on me girl
All the time, rain or shine
You're gonna love it
I'm gonna love it
Day time, night time
Your time, my time
Gettin' together is better than ever
Gettin' together never felt like this before
Gettin' together is better than ever
Gettin' together

You bring me new excitement
I never knew what night meant
We got a thing together very few ever know
You can be sure of one thing
All of the love that I bring
I'm gonna keep you happy
All the time rain or shine
You're gonna love it
I'm gonna love it
Day time, night time
Your time, my time
Gettin' together is better than ever
Gettin' together never felt like this before
Gettin' together is better than ever
Gettin' together

Gettin' together is better than ever
Gettin' together never felt like this before
Gettin' together is better than ever
Gettin' together"
269,Glenn Miller,Community Swing,Jazz,"England swings like a pendulum do,
Bobbies on bicycles, two by two,
Westminster Abbey the tower of Big Ben,
The rosy red cheeks of the little children.

Now, if you huff and puff and you fina'lly save enough
Money up to take your family on a trip across the sea,
Take a tip before you take your trip; let me tell you where to go,
Go to Engeland, Oh;

Mama's old pajamas and your papa's mustache,
Falling out the window sill, frolic in the grass,
Tryin' to mock the way they talk fun but all in vain,
Gaping at the dapper men with derby hats and canes"
270,Glenn Miller,Don't Wake Up My Heart,Jazz,"HUMPTY DUMPTY HEART
Glenn Miller

Who's giving that line to you?
You think it's divine, do you?
You're a crazy Humpty Dumpty heart.
You're letting a grin kid you,
You never did win, did you?
Just a silly Humpty Dumpty heart.
Don't mean to criticize, or say I'm wise,
But if you will just recall, you sat on a garden wall,
And you know what happened
You'll still have a chance won't you?
You sure want romance, don't you
Hope, you're lucky, Humpty Dumpty heart."
271,Glenn Miller,Time On My Hands,Jazz,"In the winter time
when all the leaves are brown
and the wind blows (so chilly)
And the birds have all flown
for the summer

I'm callin
Hear me callin
Hear me callin

In the winter time
when all the leaves are brown
And the wind blows (so chilly)
And the birds have all flown
for the summer

I'm callin
Hear me callin
Hear me callin
Yes I'm callin
Hear me callin
Hear me callin
In the winter time

In the winter time
when all the leaves are brown
And the wind blows (so chilly)
And the brids have all flown for the summer

I'm callin
Hear me callin
Hear me callin"
272,Glenn Miller,Why'd Ya Make Me Fall In Love?,Jazz,"If I had to live my life without you near me
The days would all be empty
The nights would seem so long
With you I see forever oh so clearly
I might have been in love before
But it never felt this strong
Our dreams are young and we both know
They'll take us where we want to go
Hold me now, touch me now
I don't want to live without you

Nothing's gonna change my love for you
You ought to know by now how much I love you
One thing you can be sure of
I'll never ask for more than your love

Nothing's gonna change my love for you
You ought to know by now how much I love you
The world may change my whole life through
But nothing's gonna change my love for you

If the road ahead is not so easy
Our love will lead the way for us
Like a guiding star
I'll be there for you if you should need me
You don't have to change a thing
I love you just the way you are
So come with me and share the view
I'll help you see forever too
Hold me now, touch me now
I don't want to live without you

Nothing's gonna change my love for you
You ought to know by now how much I love you
One thing you can be sure of
I'll never ask for more than your love

Nothing's gonna change my love for you
You ought to know by now how much I love you
The world may change my whole life through
But nothing's gonna change my love for you

Nothing's gonna change my love for you
You ought to know by now how much I love you
One thing you can be sure of
I'll never ask for more than your love, my love

Nothing's gonna change my love for you
You ought to know by now how much I love you
One thing you can be sure of
I'll never ask for more than your love

Nothing's gonna change my love for you
You ought to know by now how much I love you
The world may change my whole life through
But nothing's gonna change my love for you

Nothing's gonna change my love for you
You ought to know by now how much I love you
One thing you can be sure of, sure of
I'll never ask for more than your love, my love"
273,Glenn Miller,Dippermouth Blues,Jazz,"When I hear that Serenade in blue
I'm somewhere in another world, alone with you
Sharing all the joys we used to know
Many moons ago
Once again your face comes back to me
Just like the theme of some forgotten melody
In the album of my memory
Serenade in blue
It seems like only yesterday
The small cafe, a crowded floor


And as we danced the night away
I hear you say forever more
And then the song became a sigh
Forever more became the cry
Cause you remained in my heart, so
Tell me darling in there still a spark?
Or lonely, lonely ashes of the flame, with you
Should I go on whistling in the dark,
Serenade in blue"
274,Glenn Miller,My Fine Feathered Friend,Jazz,"I ain't complainin'
but I'd sure like to find me a true fine love
Someone another
That's as sweet as your mother
a true fine love

Cause the time is right
for walking in the moonlight
i have certainly found
I'm ready to settle down
so come on get your rocks off
i'm gonna knock your socks off you'll see (oh yeah)
So come on pretty baby
we're going raise a family

There'll no hesitatin'
Cause i'm sure tired of waitin'
for a true fine love
Someone another
Like a sister or brother
a true fine love

Cause the time is right
for walking in the moonlight
i have certainly found
im ready to settle down
So come on get your rocks off
im gonna knock your socks off you see (oh yeah)
So come pretty baby
were gonna raise a family

i ain't complainin'
but id sure like to find mea true fine love
some one another
whos as sweet as your mother
a true fine love

cause the timing is right
for walking in the moonlight
i have certainly found
im ready to setle down
we'll have a boy for you
we'll have a girl for me
come on baby we'll raise a family"
275,Billie Holiday,I'm In a Low Down Groove,Jazz,"Al Dubin / Harry Warren

You told me that I was like an angel
Told me I was fit to wear a crown
So that you could get a thrill
You put me on a pedestal
And then you let me down, let me down.

You told me that I'd be wearing diamonds
I would have the smartest car in town
Made me think that I'm the top
And then you let the ladder drop
You know you let me down, let me down

I walked upon a rainbow
I clung onto a star
You had me up in heaven
That's why I had to tall so far

I was even looking for a cottage
I was measured for a wedding gown
That how I got cynical
You put me on a pinnacle
And then you let me down, let me down
How you let me down"
276,Billie Holiday,Solitude - Take 1,Jazz,"In my solitude you haunt me
With reveries of days gone by
In my solitude you taunt me
With memories that never die

I sit in my chair
Filled with despair
Nobody could be so sad
With gloom ev'rywhere
I sit and I stare
I know that I'll soon go mad

In my solitude
I'm praying
Dear Lord above
Send back my love"
277,Tommy Dorsey,"Stop, Look and Listen",Jazz,"Oh, Look at Me Now
Tommy Dorsey
Music and Lyrics byJoe Buskin and John De Vries

Him: I'm not the guy who cared about love
And I'm not the guy who cared about fortunes and such
Never cared much
Her: Oh look at you now

Him: I never knew the technique of kissing'
I never knew the thrill I could get from your touch
Never know much
Her: Oh look at you know

Her: You're a new man, better than
Casanova at his best
Him: With a new heart, a brand-new start
I'm so proud I'm bustin' my vest

Her: So you're the guy who turned out a lover
Him: Yes I'm the guy who laughed at those blue diamond rings
One of those things
Her: But look at you now

Chorus: He's not the guy who cared about love
And he's not the guy who cared about fortunes and such
Cared about much
But look at him now
Him: I'm a lover

Chorus: He never knew the technique of kissing'
He never knew the thrill he could get from her touch
Never knew much
But look at him now
Him: Man, I've really come on

Her: He's a new man, better than
Girls: Casanova at his best, bra-da
Her: With a new start, a brand-new heart
Men: He's so proud he's bustin' his vest

Chorus: So he's the guy who turned out a lover
So he's the guy who laughed at those blue diamond rings
One of those things
Him: But look at me now

Chorus: He's a new man, better than
Casanova at his best
He's got some new jive and it's really fine
Him: Boy, I'm so proud I'm bustin' my vest

Chorus: He's a lover, Yes, we know he's a lover, yes
Him: I laughed at those blue diamond rings
Just one of those things
Chorus: But look at him now
Him: Jack, I'm ready!
Chorus: Look at him now!

Lyrics provided by Betty E. Fisher (berfisher@aol.com)"
278,Billie Holiday,Am I Blue?,Jazz,"Lord I love my man, tell the world I do
I love my man, tell the world I do
But when he mistreats me
Makes me feel so blue

My man wouldn't give me no breakfast
Wouldn't give me no dinner
Fought about my supper and put me outdoors
Had the dark clay make black spots on my clothes
I didn't have so many
But I had a long, long way to go

Some men like me talkin' happy
Some calls it snappy
Some call me honey
Others think I got money
Some tell me baby you're built for speed
Now if you put that all together
Makes me everthing a good man needs"
279,Billie Holiday,Don't Know If I'm Comin' or Goin' - Take 2,Jazz,"Billy Rose / Edward Eliscu / Vincent Youmans

More than you know
More than you know
Man of my heart, I love you so
Lately I've found you on my mind
More than you know

Whether you're right
Whether you're wrong
Man of my heart, I'll string along
I need you so
More than you'll ever know

Loving you the way that I do
There's nothing I can do about it
Loving may be all you can give
But darling, I can't live without it

Oh, how I'd cry
How I'd sigh
If you got tired and said goodbye
More than I show
More than you'll ever know"
280,Lonnie Johnson,What Makes You Act Like That,Blues,"Mekkin Histri

now tell mi someting
mistah govahment man
tell mi someting

how lang yu really feel
yu coulda keep wi andah heel
wen di trute done reveal
bout how yu grab an steal
bout how yu mek yu crooked deal
mek yu crooked deal?

well doun in Soutall
where Peach did get fall
di Asians dem faam-up a human wall
gense di fashist an dem police sheil
an dem show dat di Asians gat plenty zeal

it is noh mistri
wi mekkin histri
it is noh mistri
wi winnin victri

now tell mi someting
mistah police spokesman
tell mi someting

how lang yu really tink
wi woulda tek yu batn lick
yu jackboot kick
yu dutty bag a tricks
an yu racist pallyticks
yu racist pallyticks?

well doun in Bristal
dey ad noh pistal
but dem chase di babylan away
man yu shoulda si yu babylan
how dem really run away
yu shoulda si yu babylan dem dig-up dat dey
dig-up dat dey
dig-up dat dey

it is noh mistri
wi mekkin histri
it is noh mistri
wi winnin victri

now tell mi someting
mistah ritewing man
tell mi someting

how lang yu really feel
wi woulda grovel an squeal
wen soh much murdah canceal
wen wi woun cyaan heal
wen wi feel di way wi feel
feel di way wi feel?

well dere woz Toxteh
an dere woz Moss Side
an a lat a addah places
whey di police ad to hide
well dere woz Brixtan
an dere woz Chapeltoun
an a lat a addah place dat woz burnt to di groun
burnt to di groun
burnt to di groun

it is noh mistri
wi mekkin histri
it is noh mistri
wi winnin victri"
281,Billie Holiday,No Regrets - Take 2,Jazz,"Harry Tobias / Ingraham

No regrets
Although our love affair has gone astray
No regrets
I know I'll always care though you're away
So now our happy romance ended suddenly
Still in my heart you'll be forever mine
No regrets
Because somebody new looks good to you
No regrets
Sweetheart no matter what you say or do
I know our love will linger
When the other love forgets
So I say goodbye with no regrets

No regrets
Because somebody new looks good to you
No regrets
Sweetheart no matter what you say or do
I know our love will linger
When the other love forgets
So I say goodbye with no regrets"
282,Billie Holiday,God Bless the Child - Take 1,Jazz,"Them that's got shall have
Them that's not shall lose
So the Bible says and it still is news
Mama may have, Papa may have
But God bless the child that's got his own, that's got his own

Yes the strong get smart
While the weak ones fade
Empty pockets don't ever make the grade
Mama may have, Papa may have
But God bless the child that's got his own, that's got his own

Money, you've got lots of friends
They're crowding around your door
But when you're gone and spending ends
They don't come no more
Rich relations give crusts of bread and such
You can help yourself, but don't take too much
Mama may have, Papa may have
But God bless the child that's got his own, that's got his own

Money you've got lots of friends
They're crowding around your door
But when you're gone and spending ends
They don't come no more
Rich relations give crusts of bread and such
You can help yourself, but don't take too much
Mama may have, Papa may have
But God bless the child that's got his own, that's got his own

Here just don't worry about nothing cause he's got his own
Yes, he's got his own"
283,Lead Belly,Mr Tom Hughes Town (137-A),Folk,"(Page/Plant)

Here's a tale of Tom
Who worked the railroads long
His wife would cook his meal
As he would change the wheel

Poor Tom, Seventh Son, Always knew what's goin on
Ain't a thing that you can hide from Tom
There ain't nothing that you can hide from Tom

Worked for thirty years
Sharing hopes and fears
Dreamin' of the day
He could turn and say

Poor Tom, work's done, been lazin' out in the noonday sun

Ain't a thing that you can hide from Tom

His wife was Annie Mae
With any man a game she'd play
When Tom was out of town
She couldn't keep her dress down

Poor Tom, Seventh Son, always knew what's goin on

Ain't a thing that you can hide from Tom

And so it was one day
People got to Annie Mae (?)
Tom stood, a gun in his hand
And stopped her runnin' around

Poor Tom, Seventh Son, gotta die for what you've done

All those years of work are thrown away
To ease your mind is that all you can say?

But what about that grandson on your knee?
Them railroad songs, Tom would sing to me

Ain't nothing that you can hide from Tom

Keep-a Truckin'"
284,Lonnie Johnson,Hot Fingers,Blues,"Hot tamales and they're red hot, yes she got'em for sale
Hot tamales and they're red hot, yes she got'em for sale
I got a girls, say she long and tall
She sleeps in the kitchen with her feets in the hall
Hot tamales and they're red hot, yes she got'em for sale, I mean
Yes, she got'em for sale, yeah Hot tamales and they're red hot,
yes she got'em for sale
Hot tamales and they're red hot, yes she got'em for sale
She got two for a nickel, got four for a dime
Would sell you more, but they ain't none of mine
Hot tamales and they're red hot, yes she got'em for sale, I mean
Yes, she got'em for sale, yes, yeah Hot tamales and they're red hot,
yes she got'em for sale
Hot tamales and they're red hot, yes she got'em for sale
I got a letter from a girl in the room
Now she got something good she got to bring home soon, now
Its hot tamales and they're red hot, yes she got em for sale, I mean
Yes, she got'em for sale, yeah Hot tamales and they're red hot,
yes she got em for sale
Hot tamales and they're red hot, yes she got em for sale
(spoken) They're too hot boy!
The billy got back in a bumble bee nest
Ever since that he can't take his rest, yeah
Hot tamales and they're red hot, yes you got'em for sale, I mean
Yes, she got'em for sale Hot tamales and they're red hot,
yes she got'em for sale
(spoken) Man don't mess around em hot tamales now
(spoken) Cause they too black bad, if you mess around em hot tamales
(spoken) I'm onna upset your backbone, put your kidneys to sleep
(spoken) I'll due to break away your liver and dare your heart to beat bout my
Hot tamales cause they red hot, yes they got em for sale, I mean
Yes, she got em for sale, yeah Hot tamales and they're red hot,
yes she got'em for sale
Hot tamales and they're red hot, yes she got'em for sale
You know grandma left and grandpa too
Well I wonder what in the world we chillun gon do now
Hot tamales and they're red hot, yes she got'em for sale, I mean
Yes she got'em for sale Hot tamales and they're red hot,
yes she got'em for sale
Hot tamales and they're red hot, yes she got'em for sale
Me and my babe bought a V-8 Ford
Well we wind that thing all on the runnin board, yes
Hot tamales and they're red hot, yes she got'em for sale, I mean
Yes she got'em for sale, yeah Hot tamales and they're red hot,
yes she got'em for sale
They're too hot boy!
Hot tamales and they're red hot, yes, now she got em for sale
You know the monkey, now the baboon playin in the grass
Well the monkey stuck his finger in that old 'Good Gulf Gas', now
Hot tamales and they're red hot, yes she got'em for sale, I mean
Yes she got'em for sale, yeah Hot tamales and they're red hot,
yes she got'em for sale
Hot tamales and they're red hot, yes she got'em for sale
I got a girls, say she long and tall
Sleeps in the kitchen with her feets in the hall
Hot tamales and they're red hot, yes she got'em for sale, I mean
Yes she got'em for sale, yeah"
285,Lead Belly,De Kalb Blues (144-B),Folk,"(Johnson/Page/Plant)

Asked sweet mama, Let me be her kid
She said, &amp;quot;You might get hurt if you don't keep it hid&amp;quot;

Well I know my baby, If I see her in the dark
I said I know my rider, If I see her in the dark

Now, I goin' to Rosedale, Take my rider by my side
Still barrelhouse, If it's on the riverside, yeah
I know my baby, Lord, I said, &amp;quot;is really sloppy drunk&amp;quot;
I know my mama, Lord, a brownskin, but she ain't no plum

See my baby, tell her, Tell her hurry home
Had no lovin', since my baby been gone
See my baby, Tell hurry on home
I ain't had, Lord, my right mind, Since my rider's been gone

Hey, she promises, She's my rider
I wanna tell you, She's my rider
I know you're mine, She's my rider
She ain't but sixteen, But she's my rider

I'm goin' to Rosedale, Take my rider by side
Anybody argue with me man, I'll keep them satisfied
Well, see my baby, tell her, Tell her the shape I'm in
Ain't had no lovin', Lord, since you know when

Spoken: Why don't you come into my kitchen

She's a kindhearted lady. She studies evil all the time
She's a kindhearted woman. She studies evil all the time

Squeeze my lemon 'til the juice runs down my leg
Squeeze it so hard, I'll fall right out of bed
Squeeze my lemon, 'til the juice runs down my leg

Spoken: I wonder if you know what I'm talkin' about

Oh, but the way that you squeeze it girl
I swear I'm gonna fall right out of bed

She's a good rider
She's my kindhearted lady
I'm gonna take my rider by my side
I said her front teeth are lined with gold
She's gotta mortgage on my body, got a line on my soul
She's my brownskin sugar plum..."
286,Robert Johnson,Cross Road Blues - Take 1,Blues,"Terraplane Blues


And I feel so lonesome, you hear me when I moan
When I feel so lonesome, you hear me when I moan
Who been drivin' my Terraplane1, for you since I been gone.

I'd said I flash your lights, mama, you horn won't even blow
(spoken: Somebody's been runnin' my batteries down on this machine)
I even flash my lights, mama, this horn won't even blow
Got a short in this connection, hoo well, babe, it's way down below

I'm gion' heist your hood, mama, I'm bound to check your oil
I'm goin' heist your hood, mama, mmm, I'm bound to check your oil
I got a woman that I'm lovin', way down in Arkansas

Now, you know the coils ain't even buzzin', little generator won't get the spark
Motor's in a bad condition, you gotta have these batteries charged
But I'm cryin', pleease, pleease don't do me wrong.
Who been drivin' my Terraplane1 now for, you since I been gone.

Mr. highway man, please don't block the road
Puh hee hee, please don't block the road
'Cause she's reachin' a cold one hundred and I'm booked and I got to go

Mmm mmm mmm mmm mmm
Yoo ooo ooo ooo, you hear me weep and moan
Who been drivin' my Terraplane1 now for, you since I been gone

I'm gon' get down in this connection, keep on tanglin' with your wires
I'm gon' get down in this connection, oh well, keep on tanglin' with these wires
And when I mash down on your little starter, then your spark plug will give me
fire

__________
Note 1: the Terraplane was a 1930's car model of the Hudson Motor Company, see a
picture and read more about it."
287,Robert Johnson,Sweet Home Chicago,Blues,"Oh
Baby, don’t you want to go
Oh
Baby, don’t you want to go
Back to the land of California
To my sweet home Chicago

Oh
Baby, don’t you want to go
Oh
Baby, don’t you want to go
Back to the land of California
To my sweet home Chicago

Now one and one is two
Two and two is four
I’m heavy loaded baby
I’m booked, I gotta go
Cryin’, baby
Honey, don’t you want to go
Back to the land of California
To my sweet home Chicago

Now two and two is four
Four and two is six
You gon’ keep on monkeyin’ ‘round here friend-boy,
You gon’ get your
Business all in a trick
But I’m cryin’, baby
Honey, don’t you want to go
Back to the land of California
To my sweet home Chicago

Now six and two is eight
Eight and two is ten
Friend-boy, she trick you one time
She sure gon’ do it again
But I’m cryin’, baby
Honey, don’t you want to go
Back to the land of California
To my sweet home Chicago

I’m goin’ to California
From there to Des Moines, Iowa
Somebody will tell me that you
Need my help someday, cryin’
Hey, hey
Baby, don’t you want to go
Back to the land of California
To my sweet home Chicago"
288,Robert Johnson,Hellhound on My Trail,Blues,"I got to keep moving, I got to keep moving
Blues falling down like hail, blues falling down like hail
Mmm, blues falling down like hail, blues falling down like hail
And the day keeps on remindin' me, there's a hellhound on my trail
Hellhound on my trail, hellhound on my trail

If today was Christmas eve, if today was Christmas eve
And tomorrow was Christmas day
If today was Christmas eve and tomorrow was Christmas day
All I would need is my little sweet rider
Just to pass the time away, to pass the time away

You sprinkled hot foot powder, mmm, around my door
All around my door
You sprinkled hot foot powder, all around your daddy's door
It keeps me with ramblin' mind rider
Every old place I go, every old place I go

I can tell the wind is risin', the leaves tremblin' on the tree
Tremblin' on the tree
I can tell the wind is risin', leaves tremblin' on the tree
All I need is my little sweet woman
And to keep my company, hey, hey, hey, hey, my company"
289,Tony Bennett,Winter Wonderland,Jazz,"Sleigh bells ring, are you listenin'
In the lane, snow is glistening
A beautiful sight, we're happy tonight
Walking in a Winter Wonderland

Gone astray is the blue bird
Here to stay is the new bird
He's sings a love song, as we go along
Walking in a Winter Wonderland

[Bridge 1:]
In the meadow we can build a snowman
Then pretend that he is Parson Brown
He'll say ""Are you married?"" We'll say ""No man,
But you can do the job when you're in town.""

Later on, we'll conspire
As we dream by the fire
To face unafraid, the plans that we made
Walking in a Winter Wonderland

[Interlude over verse chords]

[Bridge 2:]
In the meadow we can build a snowman
And pretend that he's a circus clown
We'll have lots of fun with Mr.Snowman
Until the other kiddies knock him down

When it snows, ain't it thrillin'
Though you know, kids are chillin'
We'll frolick & play, the Eskimo way
Just walking in a Winter Wonderland (wo oh oh ...)

[repeat last line to fade]"
290,Louis Prima,Shake Hands with Santa Claus - Mono Recording,Jazz,"'Zat You, Santa Claus?
Gifts I'm preparing for some Christmas sharing,
But I pause because,
Hanging my stocking I can hear a knocking.
'Zat you, Santa Claus?
Sure is dark out, ain't the slightest spark out.
'Pon my slackened jaw!
Who's there? Who is it stopping for a visit?
'Zat you, Santa Claus?
Are you bringing a present for me,
Something pleasantly pleasant for me?
Then it's just what I've been waiting for.
Would you mind slipping it under the door?
Cold winds are howling, or could that be growling?
My legs feel like straws.
My my oh me my, kindly would you reply?
'Zat you, Santa Claus?
Hanging the stocking, I can hear a knocking.
'Zat you, Santa Claus?
I say, who's there, who is it? Are you stopping for a visit?
'Zat you, Santa Claus?
Oh there, Santa, you gave me a scare.
Now stop teasing cause I know you're there.
We don't believe in no goblins today,
But I can't explain why I'm shaking that way.
Bet I can see ole Santa in the keyhole.
I'll get to the cause.
One peek and I'll try there; oh oh, there's an eye there!
'Zat you, Santa Claus?
Please, please, pity my knees!
Say that's you, Santa Claus!"
291,Robert Johnson,Love in Vain - Take 1,Blues,"Your lights are on, but you're not home
Your mind is not your own
Your heart sweats, your body shakes
Another kiss is what it takes

You can't sleep, you can't eat
There's no doubt, you're in deep
Your throat is tight, you can't breathe
Another kiss is all you need

Ohh oohh
you like to think that you're immune to the stuff...o yeh
It's closer to the truth to say you can't get enough
you know you're gonna have to face it
you're addicted to love

You see the signs, but you can't read
You're runnin' at a different speed
You heart beats in double time
Another kiss and you'll be mine, a one track mind

You can't be saved
Oh baby, young love is all you crave
If there's some left for you
You don't mind if you do

Ohh oohh
You like to think that you're immune to the stuff
It's closer to the truth to say you can't get enough,
you know you're gonna have to face it
you're addicted to love

Might as well face it, you're addicted to love(5x)

Your lights are on, but you're not home
Your will is not your own
You're heart sweats and teeth grind
Another kiss and you'll be mine

Ohh oohh
you like to think that you're immune to the stuff
It's closer to the truth to say you can't get enough
you know you're gonna have to face it
you're addicted to love

Might as well face it, you're addicted to love(8x)"
292,Robert Johnson,I Believe I'll Dust My Broom,Blues,"I'm gon' get up in the mornin', I believe I'll dust my broom
I'm gon' get up in the mornin', I believe I'll dust my broom
Girlfriend, the black man you been lovin', girlfriend, can get my room

I'm gon' write a letter, telephone every town I know
I'm gon' write a letter, telephone every town I know
If I can't find her in West Helena, she must be in East Monroe, I know

I don't want no woman, wants every downtown man she meet
I don't want no woman, wants every downtown man she meet
She's a no good doney, they shouldn't 'low her on the street

I believe, I believe I'll go back home
I believe, I believe I'll go back home
You can mistreat me here, babe, but you can't when I go home

And I'm gettin' up in the morning, I believe I'll dust my broom
And I'm gettin' up in the morning, I believe I'll dust my broom
Girlfriend, the black man that you been lovin', girlfriend, can get my room

I'm gon' call up Chiney, she is my good girl over there
I'm gon' call up Chiney, she is my good girl over there
If I can't find her on Philippine's Island, she must be in Ethiopia somewhere"
293,Robert Johnson,Ramblin' On My Mind - Take 1,Blues,"I got ramblin', I got ramblin' on my mind
I got ramblin', I got ramblin' all on my mind
Hate to leave my baby, but you treats me so unkind

I got mean things, I got mean things all on my mind
Little girl, little girl, I got mean things all on my mind
Hate to leave you here, babe, but you treats me so unkind

Runnin' down to the station, catch the first mail train I see
(spoken: I think I hear her comin' now)
Runnin' down to the station, catch the old first mail train I see
I got the blues about Miss So-and-So and the child got the blues about me

And I'm leavin' this mornin', with my arm' fold' up and cryin'
And I'm leavin' this mornin', with my arm' fold' up and cryin'
Hate to leave my baby, but she treats me so unkind

I got mean things, I've got mean things on my mind
I got mean things, I got mean things all on my mind
I got to leave my baby, well, she treats me so unkind"
294,Robert Johnson,Come On In My Kitchen - Take 2,Blues,"Mmm... you better come on in my kitchen babe, it’s goin’ to be rainin’ outdoors

The woman I love, took from my best friend
Some joker got lucky, stole her back again
You better come on in my kitchen babe, it's goin' to be rainin' outdoors

Oh, she's gone, I know she won't come back
I've taken the last nickel out of her nation sack
You better come on in my kitchen, baby, it's goin' to be rainin' outdoors

(Spoken: Oh, can't you hear that wind howl?)
Can't you hear that wind howl?
You better come on in my kitchen, baby, it's goin' to be rainin' outdoors

When a woman gets in trouble, everybody throws her down
Lookin' for her good friend, none can't be found
You better come on in my kitchen, baby, it's goin' to be rainin' outdoors

Winter time's comin', it's goin' to be slow
You can make the winter, babe, that's dry long so
You better come on in my kitchen, 'cause it's goin' to be rainin' outdoors"
295,"Lambert, Hendricks & Ross",Deck Us All With Boston Charlie,Jazz,"someday, we'll be together (say it, say it, say it, say it again)
someday we'll be together (oh ya, oh ya)

you're far away
from me my love
just as sure my my baby
as there are stars above

wanna say wanna say wanna say it
someday we'll be together (yes we will, yes we will)
someday (some sweet day) we'll be together (I know, I know, I know, I know, I know)

my love is yours baby
ohh right from the start
you, you, you posess my soul now honey
and I know, I know you own my heart

and I wanna say it
someday (some sweet day) we'll be together (yes we will yes we will)
someday (tell ya about it) we'll be together (yes we will yes we will)

along time ago now now sweetness
I made a big mistake honey
I, say I, said goodbye (bye, bye, bye, bye, bye)
baby, ever, ever,never never never,ever since that day now now
all I ( all I wanna do) all I wanna do (all I wanna do) ohh is cry cry cry

I long for you
every, every night
just to kiss your sweet sweet lips baby
hold you ever ever so tight

and I wanna say it
someday we'll be together (oh yes we will yes we will)
someday we'll be together (yes we will yes we will)
someday we'll be togteher (honey, honey, honey, honey, hun)
someday we'll be together (yes we will yes we will)"
296,Harry James,White Christmas,Jazz,"I heard the bells on Christmas day
Their old familiar carols play
And wild and sweet
The words repeat
Of peace on earth, good will to men

I thought, as now this day had come
The belfries of all Christendom
Had rung so long
The unbroken song
Of peace on earth, good will to men

And in despair I bowed my head
There is no peace on earth, I said
For hate is strong
And mocks the song
Of peace on earth, good will to men

Then pealed the bells more loud and deep
God is not dead nor doth He sleep
The wrong shall fail
The right prevail
With peace on earth, good will to men"
297,Robert Johnson,From Four Until Late,Blues,"Oh, baby, it's cryin' time
Oh, baby, I got to fly
I've got to try to find a way
I've got to try to find a way
Oh, baby, the river's red
Oh, baby, it's in my head
There's a funny feelin' goin' on, oh yeah
I don't think I can hold out long

And when the owls cry in the night
Oh, baby, baby, when the pines begin to cry
Oh, baby, baby, how do you feel
If the rivers run dry, baby
How do you feel, oh yeah

Oh, baby, the rainbow's end
Ahh, baby, it's just a den
It's just a den for those who hide
Oh, under love to depths of life, ohh

And when the owls cry in the night
Oh, baby, baby, when the pines begin to cry
Oh, baby, how do you feel
When the rivers run dry, baby
How would you feel

Ooh yeah, the brave I endure
Ooh yeah, strong shields and lore
An' they can't hold the wrath of those who walk
An' the boots of those who march, oh
Ohh ohh, I'll never get away from you baby

Ooooh, yeah
I'll never get away from you baby

Ahhh
Ahhh, yeah
Ohhh, ahhh, yeah

Whoa yeah
Ohh yeah, ohh yeah, ohh yeah, ohh yeah, ohh yeah
Uh yeah, uh yeah, uh yeah, uh yeah, uh yeah, uh yeah,
Uh yeah, uh yeah, uh yeah, uh yeah, uh yeah, uh yeah
Yeah
Oh, oh
Yeah"
