artist,song_name,closest_genre,lyric,length_lyric
Nevermore,"My Acid Words - live at the Zeche Bochum, Germany, October 11th, 2006",Metal,"Sometimes it's so hard to show the way you feel
Sometimes it seems like the words aren't real
Sometimes it makes no difference what you're trying to say
When all the words come out wrong anyway

I've said too many words to catch them all in time
I've used the hurting words that took away your shine

Sometimes you can't keep from falling in
Obscuring waters, against the stream we swim
Sometimes I feel like drowning just to make you say
All of the words you never want to say to me now

I've said too many words to catch them all in time
I've used the hurting words that took away your shine
I've said too many words to make you, make you understand and see
There's far too many things that you and I can't say

Sometimes it's so hard to show the way you feel
Sometimes you know the words you say aren't real
Sometimes I hate myself for hating things in you
And there's no words to heal, heal all my wounds now",177
Slayer,Dead Skin Mask,Metal,"How I've waited for you to come
I've been here all along
And now that you've arrived
Please stay a while
And I promise I wont keep you long
I'll keep you forever

Graze the skin with my finger tips
The brush of dead cold flesh pacifies the means
Prevoking images delicate features so smooth
A pleasant fragrance in the light of the moon

Dance with the dead in my dreams
Listen to their hallowed screams
The dead have taken my soul
Temptation's lost all control

Simple smiles elude psychotic eyes
Lose all mind control rationale declines
Empty eyes enslave the creations
Of placid faces and lifeless pageants

In the depths of a mind insane
Fantasy and reality are the same

Graze the skin with my finger tips
The brush of dead warm flesh pacifies the means
Incised members ornaments on my being
Adulating the skin before me

Simple smiles elude psychotic eyes
Lose all mind control rationale declines
Empty eyes enslave the creations
Of placid faces and lifeless pageants

Dance with the dead in my dreams
Listen to their hallowed screams
The dead have taken my soul
Temptation's lost all control

Dance with the dead in my dreams
Listen to their hallowed screams
The dead have taken my soul
Temptation's lost all control",214
Black Sabbath,Voodoo - 2007 Remaster,Metal,"Say you don't know me, you'll burn
You can refuse, but you'll lose, it's by me
Say you don't want me, you'll learn
Nothin' you do will be new, 'cause I'm through

Call me a liar, you knew
You were a fool, but that's cool, it's all right
Call me the Devil, it's true
Some can't accept but I crept inside you

So if a stranger calls you
Don't let him whisper his name
'Cause it's Voodoo, oh!

Fade into shadow, you'll burn
Your fortune is free, I can see it's no good
Never look back, never turn
It's a question of time 'till your mine and you learn

So if a stranger sees you
Don't look in his eyes
'Cause he's Voodoo!

Say you don't know me, you'll burn
You can refuse, but you'll lose, it's by me
Say you don't want me, you'll learn
Nothin' you do will be new, 'cause I'm through

Voodoo!

Bring me your children, they'll burn!
Never look back, never turn!
Cry me a river, you'll learn Voodoo!!",174
HammerFall,Legacy of Kings - Remastered 2018,Metal,"Out in the fields
the full moon is rising
Enlightens the name on our shields
blessed with pride


Steel on our side
we horsemen of thunder
The ground starts to shake as we ride
side by side


Storm-bringer lead us into the unknown
On wings of glory we will carry on

Legacy of Kings – LEGACY OF KINGS
forever to survive, we're
Riding on the winds – riding on the winds
unchained and free, alive forevermore


Deep in the night
we circle around them
The honor compels us to fight
all for one


All hewed with steel
in the toil of the battle
Our enemies fate will reveal
and be sealed


The chill of the wind keeps on calling our names
there's no turning back now, keep hold of the flame


Legacy of Kings – LEGACY OF KINGS
forever to survive, we're
Riding on the winds – riding on the winds
unchained and free, alive forevermore


Now we are here
and there is nothing left to fear
The secrets of steel
the path of glory will reveal


Legacy of Kings – LEGACY OF KINGS
forever to surive, we're
Riding on the winds – riding on the winds
unchained and free, alive forever

Legacy of Kings – LEGACY OF KINGS
forever to surive, we're
Riding on the winds – riding on the winds
unchained and free, alive forevermore

Legacy of Kings – LEGACY OF KINGS",234
Metallica,Trapped Under Ice (Remastered),Metal,"I don't know how to live trough this hell
Woken up, I'm still locked in this shell
Frozen soul, frozen down to the core
Break the ice, I can't take anymore

Freezing
Can't move at all
Screaming
Can't hear my call
I am dying to live
Cry out
I'm trapped under ice

Crystallized, as I lay here and rest
Eyes of glass stare directly at death
From deep sleep I have broken away
No one knows, no one hears what I say

Freezing
Can't move at all
Screaming
Can't hear my call
I am dying to live
Cry out
I'm trapped under ice

(Scream!) from my soul
(Fate!) mystified
(Hell!) forever more

No release from my cryonic state
What is this? I've been stricken by fate
Wrapped up tight, cannot move, can't break free
Hand of doom has a tight grip on me

Freezing
Can't move at all
Screaming
Can't hear my call
I am dying to live
Cry out
I'm trapped under ice",164
Avenged Sevenfold,Beast and the Harlot,Metal,"This shining city built of gold, a far cry from innocence
There's more than meets the eye
'round here look to the waters of the deep
A city of evil.

There sat a seven-headed beast, ten horns raised from his head
Symbolic woman sits on his throne
but hatred strips her and leaves her naked
The Beast and the Harlot.

She's a dwelling place for demons,
she's a cage for every unclean spirit and every filthy bird
and makes us drink the poisoned wine to fornicating with our kings.
Fallen now is Babylon the Great.

The city dressed in jewels and gold, fine linen, Myrrh and pearls
Her plagues will come all at once as her mourners watch her burn
Destroyed in an hour.

Merchants and captains of the world, sailors navigators too
Will weep and mourn this loss with their sins piled to the sky
The Beast and the Harlot.

She's a dwelling place for demons,
she's a cage for every unclean spirit, every filthy bird
and makes us drink the poisoned wine to fornicating with our kings.
Fallen now is Babylon the Great.

The day has come for all us sinners,
If you're not a servant you'll be struck to the ground.
Flee the burning, greedy city,
Looking back on her to see there's nothin' around.

I don't believe in fairytales and no one wants to go to Hell,
you've made the wrong decision and it's easy to see.
Now if you wanna serve above or be a king below with us,
You're welcome to the city where your future is set forever.

She's a dwelling place for demons,
she's a cage for every unclean spirit, every filthy bird
and makes us drink the poisoned wine to fornicating with our kings.
Fallen now is Babylon the Great.

She's a dwelling place for demons,
she's a cage for every unclean spirit, every filthy bird
and makes us drink the poisoned wine to fornicating with our kings.
Fallen now is Babylon the Great.",333
Avenged Sevenfold,Almost Easy,Metal,"I feel insane
Every single time
I'm asked to compromise
Cause I'm afraid
and stuck in my ways
And that's the way it stays

So how long did I expect love
To out weigh ignorance
By that look on your face I may
Have forced the scale to tip

I'm not insane, I'm not insane
I'm not insane, I'm not, not insane

(Mother)
Come back to me
It's almost easy
(Said it all)
Come back again
It's almost easy

Shame pulses through my heart
From the things I've done to you
It's hard to face
But the fact remains
That this is nothing new

I left you bound and tied
With suicidal memories
Selfish beneath the skin but
Deep inside I'm not insane

I'm not insane
I'm not insane
I'm not insane
I'm not, not insane

(Mother)
Come back to me
It's almost easy
(Said it all)
Come back again
It's almost easy
(You'll learn your lesson)
Come back to me
It's almost easy
(But first you fall)
Come back again
It's almost easy

Now that I've lost you
It kills me to say
(Hurts to say)
I've tried to hold on
As you've slowly slipped away
I'm losing the fight
I've treated you so wrong
Now let me make it right
(Make it alright)

I'm not insane
I'm not insane
I'm not insane
I'm not, not insane

(Mother)
Come back to me
It's almost easy
(Said it all)
Come back again
It's almost easy
(You'll learned your lesson)
Come back to me
It's almost easy
(But still you'll fall)
Come back again
It's almost easy",266
Godhead,Eleanor Rigby,Metal,"Eleanor Rigby
Picks up the rice in the church where a wedding has been.
Lives in a dream,
Waits at the window,
Wearing the face that she keeps in a jar by the door.
Who is it for?

All the lonely people,
Where do they all come from?
All the lonely people,
Where do they all belong?

Father McKenzie
Writing the words of a sermon that no one will hear.
No one comes near.
Look at him working
Darning his socks in the night when there's nobody there.
What does he care?

All the lonely people,
Where do they all come from?
All the lonely people,
Where do they all belong?

Ah, look at all the lonely people...
Ah, look at all the lonely people...

Eleanor Rigby
Died in the church and was buried along with her name.
Nobody came.
Father McKenzie
Wiping the dirt from his hands as he walks from the grave.
No one was saved.

All the lonely people,
Where do they all come from?
All the lonely people,
Where do they all belong?

Ah, look at all the lonely people...
Ah, look at all the lonely people...",191
Metallica,Enter Sandman,Metal,"Say your prayers little one
Don't forget, my son
To include everyone
I tuck you in, warm within
Keep you free from sin
Till the Sandman he comes

Sleep with one eye open
Gripping your pillow tight

Exit light
Enter night
Take my hand
We're off to Never Never Land

Something's wrong, shut the light
Heavy thoughts tonight
And they aren't of snow white
Dreams of war, dreams of liars
Dreams of dragon's fire
And of things that will bite

Sleep with one eye open
Gripping your pillow tight

Exit light
Enter night
Take my hand
We're off to Never Never Land

Yeah-heah!

Now I lay me down to sleep
(Now I lay me down to sleep)
Pray the lord my soul to keep
(Pray the lord my soul to keep)
If I die before I wake
(If I die before I wake)
Pray the lord my soul to take
(Pray the lord my soul to take)

Hush little baby, don't say a word
And never mind that noise you heard
It's just the beasts under your bed,
In your closet, in your head

Exit light
Enter night
Grain of sand
Exit light
Enter night
Take my hand
We're off to Never Never Land

Yeah, oooh!

Yeah, yeah!

Yo oh!

We're off to Never Never Land
(Take my hand)

We're off to Never Never Land
(Take my hand)

We're off to Never Never Land

We're off to Never Never Land

We're off to Never Never Land",246
Nevermore,"Inside Four Walls - live at the Zeche Bochum, Germany, October 11th, 2006",Metal,"Inside four walls I live my life,doesn't matter what I've done
The governement's always right
They tell us what to be they tell us what to believe
They're wrong my friend is gone

Inside four walls,
Inside four walls
The day they took away my friend

Injustice made it's mark
All the political whores only come out after dark
If anyone knows the way
Build me a bridge so I won't fall astray

Inside four walls,inside four walls my friend
They took away your freedom
And the pigs still preach their lies

The system falls apart
The pigs still laugh feeding off our broken lives
Can anyone tell me why
Some violent criminals do far less time?

Inside four walls,inside four walls my friend
They took away your freedom
And the pigs still preach their lies

Inside four walls,inside four walls my friend
They took away your freedom
And the pigs still preach their lies
Inside four walls,inside four walls my friend
They took away your freedom

But they'll never take your mind",173
Megadeth,A Tout Le Monde - Remastered 2004,Metal,"Don't remember where I was
I realized life was a game
The more seriously I took things
The harder the rules became
I had no idea what it'd cost
My life passed before my eyes
When I found out how little I accomplished
All my plans denied
So as you read this know my friends
I'd love to stay with you all
Please smile when you think of me
My body's gone that's all
A tout le monde
A tous mes amis
Je vous aime
Je dois partir
These are the last words I'll ever speak
And they'll set me free
If my heart (If my heart) was still alive (was still alive)
I know it would surely break
(And my memories left with you)
There's nothing more to say
Moving on is a simple thing
What it leaves behind is hard
You know the sleeping feel no more pain
And the living are scarred
A tout le monde
A tous mes amis
Je vous aime
Je dois partir
These are the last words I'll ever speak
And they'll set me free
So as you read this know my friends
I'd love to stay with you all
Please smile, smile when you think about me
My body's gone that's all
A tout le monde (A tout le monde)
A tous mes amis (A tous mes amis)
Je vous aime (Je vous aime)
Je dois partir (Je dois partir)
These are the last words I'll ever speak
And they'll set me free
[x2]
These are the last words I'll ever speak
And they'll set me free",265
Metallica,...And Justice for All (Remastered),Metal,"Halls of justice painted green
Money talking
Power wolves beset your door
Hear them stalking
Soon you'll please their appetite
They devour
Hammer of justice crushes you
Overpower

The ultimate in vanity
Exploiting their supremacy
I can't believe the things you say
I can't believe
I can't believe the price you pay

Nothing can save you
Justice is lost
Justice is raped
Justice is gone
Pulling your strings
Justice is done
Seeking no truth
Winning is all
Find it so grim
So true
So real

Apathy their stepping stone
So unfeeling
Hidden deep animosity
So deceiving
Through your eyes their light burns
Hoping to find
Inquisition sinking you
With prying minds

The ultimate in vanity
Exploiting their supremacy
I can't believe the things you say
I can't believe
I can't believe the price you pay

Nothing can save you
Justice is lost
Justice is raped
Justice is gone
Pulling your strings
Justice is done
Seeking no truth
Winning is all
Find it so grim
So true
So real

Lady Justice has been raped
Truth assassin
Rolls of red tape seal your lips
Now you're done in
Their money tips her scales again
Make your deal
Just what is truth? I cannot tell
Cannot feel

The ultimate in vanity
Exploiting their supremacy
I can't believe the things you say
I can't believe
I can't believe the price we pay

Nothing can save us
Justice is lost
Justice is raped
Justice is gone
Pulling your strings
Justice is done
Seeking no truth
Winning is all
Find it so grim
So true
So real
Seeking no truth
Winning is all
Find it so grim
So true
So real",275
Metallica,Leper Messiah (Remastered),Metal,"Spineless from the start, sucked into the part
circus comes to town, you play the lead clown
Please, please
spreading his disease, living by his story
Knees, knees
falling to your knees, suffer for his glory
You will

Time for lust, time for lie
time to kiss your life goodbye
Send me money, send me green
Heaven you will meet
Make a contribution
and you'll get a better seat

Bow to Leper Messiah

Marvel at his tricks, need your Sunday fix
blind devotion came, rotting your brain
Chain, chain
Join the endless chain, taken by his glamour
Fame, Fame
Infection is the game, stinking drunk with power
We see

Time for lust, time for lie
time to kiss your life goodbye
Send me money, send me green
Heaven you will meet
Make a contribution
and you'll get a better seat

Bow to Leper Messiah

Witchery, weakening
Sees the sheep are gathering
set the trap, hypnotize
now you follow

Time for lust, time for lie
time to kiss your life goodbye
Send me money, send me green
Heaven you will meet
Make a contribution
and you'll get a better seat

Lie.",190
Slayer,Seasons In The Abyss,Metal,"Razors edge
Outlines the dead
Incisions in my head
Anticipation the stimulation
To kill the exhilaration

Close your eyes
Look deep in your soul
Step outside yourself
And let your mind go
Frozen eyes stare deep in your mind as you die

Close your eyes
And forget your name
Step outside yourself
And let your throughts drain
As you go insane...go insane

Innate seed
To watch you bleed
A demanding physical need
Desecrated eviscerated
Times perpetuated

Close your eyes
Look deep in your soul
Step outside yourself
And let your mind go
Frozen eyes stare deep in your mind as you die

Close your eyes and forget your name
Step outside yoruself and let your thoughts drain
As you go insane...go insane

Inert flesh
A bloody tomb
A decorated splatter brightens the room
An execution a sadist ritual
Mad intervals of mind residuals

Close your eyes
Look deep in your soul
Step outside yourslef
And let your mind go
Frozen eyes stare deep in your mind as you die

Close your eyes and forget your name
Step outside yoruself and let your thoughts drain
As you go insane...go insane",189
Five Finger Death Punch,Remember Everything,Metal,"All the things I said
I should have said and didn't say
And I wonder why, yes I wonder why
I think about the time we spent
The places that we went
Still makes me cry, yes it makes me cry
Why do they say that time will heal this broken heart?
They would know it isn't true
If they lost someone like you, oh

Chorus:
Some things can never be replaced
Some things are with me for always
These are the things I will remember
(When I remember when)
I'd rather love and lose it all
Than never have you to recall
These are the things I will remember
(Again and then again)
Again and again
When I remember when

You taught me how to love
I am all I am
Because of you, just because of you (oh)
Everytime I lost my way
You shine a light, you made my day
You see me through, yes you see me through

So who's gonna come around to heal this broken heart?
Show me how to laugh and cry
But never how to say goodbye

(Chorus)

Yes life goes on, you carry on
You do, and it's okay
(When I remember when)
Yes love goes on
And I will live to love another day
(When I remember when)
Yes life goes on, you carry on
You do, and it's okay
I would laugh, and I would cry
But I will never say goodbye

(Chorus)

Yeah, ah
When I remember when...",250
Black Sabbath,Wasp / Behind the Wall of Sleep / Bassically / N.I.B. - 2014 Remaster,Metal,"Some people say my love cannot be true
Please believe me, my love, and I'll show you
I will give you those things you thought unreal
The sun, the moon, the stars all bear my seal

Oh yeah!

Follow me now and you will not regret
Leaving the life you led before we met
You are the first to have this love of mine
Forever with me 'till the end of time

Your love for me has just got to be real
Before you know the way I'm going to feel
I'm going to feel
I'm going to feel

Oh yeah!

Now I have you with me, under my power
Our love grows stronger now with every hour
Look into my eyes, you will see who I am
My name is Lucifer, please take my hand

Oh yeah!

Follow me now and you will not regret
Leaving the life you led before we met
You are the first to have this love of mine
Forever with me 'till the end of time

Your love for me has just got to be real
Before you know the way I'm going to feel
I'm going to feel
I'm going to feel

Oh yeah!

Now I have you with me, under my power
Our love grows stronger now with every hour
Look into my eyes, you will see who I am
My name is Lucifer, please take my hand",236
Metallica,No Leaf Clover - Live with the SFSO,Metal,"And it feels right this time,
On his crash course with the big time
Pay no mind to the distant thunder,
New day fills his head with wonder, boy

Says it feels right this time
Turned it 'round and found the right line
Good day to be alive, Sir
Good day to be alive he says.

Then it comes to be
that the soothing light
at the end of your tunnel
was just a freight train coming your way, yeah.
was just a freight train coming your way, yeah.

Don't it feel right like this?
All the pieces fall to his wish
Sucker for that quick reward, boy
Sucker for that quick reward they say.

Then it comes to be
that the soothing light
at the end of your tunnel
was just a freight train coming your way, yeah.
was just a freight train coming your way, yeah.
It's coming your way.
It's coming your way, yeah.
Here comes!

Yeah, Then it comes to be
that the soothing light
at the end of your tunnel
was just a freight train coming your way, yeah.

Then it comes to be, Yeah.
Then it comes to be, Yeah.
Then it comes to be, Yeah.
Then it comes to be, Yeah.
Then it comes to be, Yeah.
Then it comes to be, Yeah.
Then it comes to be, Yeah.
Then it comes to be, Yeah.",232
Slayer,Skeletons Of Society,Metal,"Minutes seem like days
Since fire ruled the sky
The rich became the beggars
And the fools became the wise
Memories linger in my brain
Of burning from the acid rain
A pain I never have won

Nothing here remains
No future and no past
No one could foresee
The end that came so fast
Hear the prophet make his guess
That paradise lies to the west
So join his quest for the sun

Shades of death are all I see
Fragments of what used to be

The world slowly decays
Destruction fills my eyes
Harboring the image
Of a spiraling demise
Burning winds release their fury
Simulating judge and jury
Drfiting flurries of pain

Deafening silence reigns
As twilight fills the sky
Eventual supremacy
Daylight waits to die
Darkness always calls my name
A pawn in this recurring game
Humanity going insane

Shades of death are all I see
Fragments of what used to be

Minutes seem like days
Corrosion fills the sky
Morbid dreams of anarchy
Brought judgment in disguise
Memories linger in my brain
Life with nothing more to gain
Perpetual madness remains

Shades of death are all I see
Skeletons of society
Fragments of what used to be
Skeletons of society",205
Strapping Young Lad,Relentless,Metal,"Bombs away... Bombs away...
All is in its place
It's time to lay...
It's time to lay... everything to waste

I'll walk away
Won't hesitate

By the way...
Honesty is everything I've ever wanted
Strip it away... today's the day
In what I do there's no disgrace
Calling you out
Calling!

Calling...
Long may we Reign...
This is Relentless
This is our World
This is Relentless",66
Avenged Sevenfold,Nightmare,Metal,"Nightmare!
(Now your nightmare comes to life)

Dragged ya down below
Down to the devil's show
To be his guest forever
(Peace of mind is less than never)
Hate to twist your mind
But God ain't on your side
And old acquaintance severed
(Burn the world your last endeavor)

Flesh is burning
You can smell it in the air
Cause men like you have
Such an easy soul to steal (steal)
So stand in line while
They ink numbers in your head
You're now a slave
Until the end of time here
Nothing stops the madness,
Turning, haunting, yearning
Pull the trigger

You should have known
The price of evil
And it hurts to know
That you belong here, yeah
Ooh, it's your fuckin' nightmare

(While your nightmare comes to life)

Can't wake up in sweat
'Cause it ain't over yet
Still dancing with your demons
(Victim of your own creation)
Beyond the will to fight
Where all that's wrong is right
Where hate don't need a reason
(Loathing self-assassination)

You've been lied to
Just to rape you of your sight
And now they have the nerve
To tell you how to feel (feel)
So sedated as they
Medicate your brain
And while you slowly
Go insane they tell ya
""Given with the best intentions
Help you with your complications""

You should have known
The price of evil
And it hurts to know
That you belong here, yeah
No one to call
Everybody to fear
Your tragic fate is looking so clear, yeah
Ooh, it's your fuckin' nightmare

[M. Shadows laughing]

Fight (fight)
Not to fail (fail)
Not to fall (fall)
Or you'll end up like the others
Die (die)
Die again (die)
Drenched in sin (sin)
With no respect for another

Oh

Down (down)
Feel the fire (fire)
Feel the hate (hate)
Your pain is what we desire
Lost (lost)
Hit the wall (wall)
Watch you crawl (crawl)
Such a replaceable liar

And I know you hear their voices
Calling from above
And I know they may seem real
These signals of love
But our life's made up of choices
Some without appeal
They took for granted your soul
And it's ours now to steal

(As your nightmare comes to life)

You should have known
The price of evil
And it hurts to know
That you belong here, yeah
No one to call
Everybody to fear
Your tragic fate is looking so clear, yeah
Ooh, it's your fuckin' nightmare",410
Black Sabbath,War Pigs / Luke's Wall - 2012 - Remaster,Metal,"Generals gathered in their masses
Just like witches at black masses
Evil minds that plot destruction
Sorcerers of death's construction
In the fields the bodies burning
As the war machine keeps turning
Death and hatred to mankind
poisoning their brainwashed minds
Oh Lord yeah!

Politicians hide themselves away
They only started the war
Why should they go out to fight
They leave their role to the poor

Time will tell on their power minds
Making war just for fun
Treating people just like pawns in chess
Wait 'till their judgment day comes

Now in darkness world stops turning
Ashes where their bodies burning
No more war pigs have the power
Hand of God has struck the hour
Day of judgment God is calling
On their knees, the war pigs crawling
Begging mercy for their sins
Satan laughing spreads his wings
Oh Lord yeah!",143
Black Sabbath,Never Say Die - 2014 Remaster,Metal,"People going nowhere, taken for a ride
Looking for the answers that they know inside
Searching for a reason, looking for a rhyme
Snow White's mirror said ""partners in crime!""

Don't they ever have to worry?
Don't you ever wonder why?
It's a part of me that tells you
Oh, don't you ever, don't ever say die
Never, never, never say die again

Sunday's satisfaction, Monday's home and dry
Truth is on the doorstep, welcome in the lie
All dressed up in sorrow, got no place to go
Hold back, `till it's ready, taking it slow

Don't they ever have to worry?
Don't you ever wonder why?
It's a part of me that tells you
Oh, don't you ever, don't ever say die
Never, never, never say die again

Don't you ever say die
Don't you ever say die
Never say die

Panic, silver lining, writing's on the wall
Children get together, you can save us all
Future's on the corner, throwing us a die
Slow down, turn around, everything's fine

There's no need to have a reason
There's no need to wonder why
It's a part of me that tells you
Oh, don't you ever, don't ever say die
Never, never, never say die again",206
Metallica,Disposable Heroes (Remastered),Metal,"Bodies fill the fields I see, hungry heroes end
No one to play soldier now, no one to pretend
running blind through killing fields, bred to kill them all
Victim of what said should be
a servant `til I fall

Soldier boy, made of clay
now an empty shell
twenty one, only son
but he served us well
Bred to kill, not to care
do just as we say
finished here, Greeting Death
he's yours to take away

Back to the front
you will do what I say, when I say
Back to the front
you will die when I say, you must die
Back to the front
you coward
you servant
you blindman

Barking of machinegun fire, does nothing to me now
sounding of the clock that ticks, get used to it somehow
More a man, more stripes you wear, glory seeker trends
bodies fill the fields I see
the slaughter never ends

Soldier boy, made of clay
now an empty shell
twenty one, only son
but he served us well
Bred to kill, not to care
do just as we say
finished here, Greeting Death
he's yours to take away

Back to the front
you will do what I say, when I say
Back to the front
you will die when I say, you must die
Back to the front
you coward
you servant
you blindman

Why, Am I dying?
Kill, have no fear
Lie, live off lying
Hell, Hell is here

I was born for dying

Life planned out before my birth, nothing could I say
had no chance to see myself, moulded day by day
Looking back I realize, nothing have I done
left to die with only friend
Alone I clench my gun

Soldier boy, made of clay
now an empty shell
twenty one, only son
but he served us well
Bred to kill, not to care
do just as we say
finished here, Greeting Death
he's yours to take away

Back to the front
you will do what I say, when I say
Back to the front
you will die when I say, you must die
Back to the front
you coward
you servant
you blindman

Back to the front.",366
Five Finger Death Punch,Bad Company,Metal,"I want you so hard
I want you so good
But can you trust me?
Yes, you know you could
My friends are talkin'
And they're tellin' you

Don't waste your time cause the boy's bad news

My friends are talkin'
And they're tellin' you

Just leave him alone cause the boy's bad news

I want you so hard
I want you so good
Now take a chance, momma
You know you should
Trust your instincts and let me in
Just be my ride and I'll be my friend
My friends are talkin'
And they're tellin' you

You're wastin' your time, the boy's bad news

My friends are talkin'
And they're tellin' you

Leave him alone, cause it's just bad news

The boy's bad news",125
Slayer,Piece By Piece,Metal,"Modulistic terror
A vast sadistic feast
The only way to exit
Is going piece by piece

You have no choice of life or death
My face you will not see
I'll rip your flesh 'till there's no breath
Dismembered destiny

As soon as life has left your corpse
I'll make you part of me
No emotion
Death is all I see

Modulistic terror
A vast sadistic feast
The only way to exit
Is going piece by piece

Bones and blood lie on the ground
Rotten limbs lie dead
Decapitated bodies found
On my wall, Your head!

On your trail I close the gap
One more life that soon won't be
No emotion
Your flesh is all I need

I'll send you to your maker
Confront the God you seek
A flash of red upon his chest
Safety out of reach

You have no choice of life or death
My face you will not see
I'll rip your flesh 'till there's no breath
Dismembered destiny

Modulistic terror
A vast sadistic feast
There's only one way out of here
Piece by piece",180
Metallica,Welcome Home (Sanitarium) (Remastered),Metal,"Welcome to where time stands still
no one leaves and no one will
Moon is full, never seems to change
just labeled mentally deranged

Dream the same thing every night
I see our freedom in my sight
No locked doors, No windows barred
No things to make my brain seem scarred

Sleep my friend and you will see
that dream is my reality
They keep me locked up in this cage
can't they see it's why my brain says Rage

Sanitarium, leave me be
Sanitarium, just leave me alone

Build my fear of what's out there
and cannot breathe the open air
Whisper things into my brain
assuring me that I'm insane

They think our heads are in their hands
but violent use brings violent plans
Keep him tied, it makes him well
he's getting better, can't you tell?

No more can they keep us in
Listen, damn it, we will win
They see it right, they see it well
but they think this saves us from our Hell

Sanitarium, leave me be
Sanitarium, just leave me alone
Sanitarium, just leave me alone

Fear of living on
natives getting restless now
Mutiny in the air
got some death to do
Mirror stares back hard
Kill, it's such a friendly word
seems the only way
for reaching out again.",218
Godhead,Break You Down,Metal,"I got a gun in my hand and
I feel like a man
I'm the pope of my generation
I got to push myself
Over your goddamn walls
I don't listen to your condemnation

Can't you see the
Is the only cause of everything
That you wish to stop
And bring to an end
But it only makes me hate you more

Careful what you wish for
It can only bring you down
keep your spirit on the ground
Emptiness the only sound

I know what it takes to break you down
And I'll kill everything that made you
(I know what it takes to break you down)

Take everything you tried to teach me
It don't add up to a pile of shit
All the methods you use
As you tried to reach me
They don't matter a single bit

I'm alright inside
I'm just trying to hide
From all the propaganda
You want to choke me with

keep your face away
keep your hands away
Don't want your fingers
In and out of my life

I know what it takes to break you down
(I know what it takes to break you down)
And I'll kill everything that made you
(I know what it takes to break you down)
I know what it takes to break you down
And I'll kill everything that made you",227
Megadeth,Wake Up Dead - Remastered,Metal,"Wake Up Dead
I sneak in my own house
It's four in the morning
I had too much to drink
Said I was out with the boys
I creep in my bedroom
I slip into bed,
I know if I wake her,
I'll wake up dead

Chorus
I wonder, will she find out,
About the other, other lover.
Diana.

Wake up dead, you die
Wake up dead, and buried.
Wake up dead, you die
Wake up dead.",77
Black Sabbath,Killing Yourself to Live - 2013 Remaster,Metal,"How people look and people stare
Well I don't think that I even care
You rot your life away and what do they give?
You're only killing yourself t live
Killing Yourself To Live!
Killing Yourself To Live!

Just take a look around you, what do you see?
Pain, suffering, and misery
It's not the way the world was planned
It's a pity you don't understand
Killing Yourself To Live!
Killing Yourself To Live!

I'm telling you!
Believe in me!
Nobody else will tell you
Open your eyes!
And see the lies!
Oh yeah!

Smoke it!
Get high!

You think that I'm crazy and baby I know that it's true
Before that you know it I think that you'll go crazy too

I don't know if I'm up or down
Well the black and whites are blue and brown
The colors in my life are all different somehow
Little boy blue's a big girl now

So you think it's me who's strange
But you've never had to make the change
Never give your trust away
You'll end up in paying till your dying day",184
Metallica,Fuel,Metal,"Gimme fuel
Gimme fire
Gimme that which I desire
Oh

Yeah
Turn on, I see red
Adrenaline crash and crack my head
Nitro junkie, paint me dead
And I see red

A hundred plus through black and white
War horse
War head
Fuck 'em, man
White knuckle tight
Through black and white

Oh
On I burn
Fuel is pumping engines
Burning hard
Loose and clean

Oh
And then I burn
Turning my direction
Quench my thirst with gasoline

So gimme fuel
Gimme fire
Gimme that which I desire

Yeah

Turn on beyond the bone
Swallow future, spit out hope
Burn your face upon the chrome

Yeah, oh yeah

Take the corner, going to crash
Headlights
Headlines
Another junkie, lives too fast

Yeah
Lives way too fast, fast, fast, fast, fast, fast
Oh

Oh
On I burn
Fuel is pumping engines
Burning hard
Loose and clean

Oh
And then I burn
Turning my direction
Quench my thirst with gasoline

So gimme fuel
Gimme fire
Gimme that which I desire
Oh yeah

White knuckle tight

Oh
Gimme fuel
Gimme fire
My desire

Oh
On I burn
Fuel is pumping engines
Burning hard
Loose and clean

Oh
And on and on
Turning my direction
Quench my thirst with gasoline

Gimme fuel
Gimme fire
Gimme that which I desire
Oh

On I burn",219
Metallica,Creeping Death (Remastered),Metal,"Slaves
Hebrews born to serve
To the pharaoh
Heed
To his every word
Live in fear
Faith
Of the unknown one
The deliverer
Wait
Something must be done
Four hundred years

So let it be written
So let it be done
I'm sent here by the chosen one
So let it be written
So let it be done
To kill the first-born pharaoh son
I'm creeping death

Now
Let my people go
Land of Goshen
Go
I will be with thee
Bush of fire
Blood
Running red and strong
Down the Nile
Plague
Darkness three days long
Hail to fire

So let it be written
So let it be done
I'm sent here by the chosen one
So let it be written
So let it be done
To kill the first-born pharaoh son
I'm creeping death

-Solo-

Die by my hand
I creep across the land
Killing first-born man
Die by my hand
I creep across the land
Killing first born man

I
Rule the midnight air
The destroyer
Born
I shall soon be there
Deadly mass
I
Creep the steps and floor
Final darkness
Blood
Lambs blood painted door
I shall pass

So let it be written
So let it be done
I'm sent here by the chosen one
So let it be written
So let it be done
To kill the first-born pharaoh son
I'm creeping death",229
